time,class,RMS_ch1,MAV_ch1,RMS_ch2,MAV_ch2,RMS_ch3,MAV_ch3,RMS_ch4,MAV_ch4,RMS_ch5,MAV_ch5,RMS_ch6,MAV_ch6,RMS_ch7,MAV_ch7,RMS_ch8,MAV_ch8
55645,0,2.3088772934460027e-05,1.5291576816843503e-05,7.671124163853536e-05,5.821324095970823e-05,9.4574238458554e-05,7.455942200991471e-05,0.00014898044393846623,0.0001086271975773814,0.0002465003422923564,0.0001646848900023807,9.635410170902807e-05,6.31486822852677e-05,4.6557663108984926e-05,3.362381807554911e-05,2.7058977586194857e-05,1.7635178237925565e-05
55696,0,4.673615039628681e-05,3.466135506577143e-05,0.0001374919116822924,0.00010515607711369772,0.00021129966195516613,0.00015238221797741816,0.000298515561733713,0.00022902267968535176,0.0002993111817949844,0.00022839964917585745,0.00017069104395119703,0.00012472206620322575,6.771310885176585e-05,4.7609884316584096e-05,3.8363039233082696e-05,2.6623859135414072e-05
55748,0,5.550397565812844e-05,4.7173115957066435e-05,0.00015821772190994357,0.00013080143523405032,0.00024376965051343225,0.00019859360373266122,0.00028867595395033573,0.0002179224084876186,0.00025401233675923705,0.0002095211796746255,0.00015828899300986986,0.00011810916509100305,7.164158296381749e-05,5.5766223049316e-05,5.9751458587542504e-05,4.6269630227596225e-05
55799,0,3.9628463487462935e-05,3.183931372371625e-05,0.00010205022847902116,7.479336642331465e-05,0.00015489843795992497,0.00011133839735186986,0.00013967846839503466,0.00010532058832949664,0.00016441191824264592,0.00013319805125364635,8.653839863226224e-05,6.546617041936631e-05,4.9952054881990844e-05,3.883480981739694e-05,5.4554870704555696e-05,4.082144092668797e-05
55851,0,2.0623694075459005e-05,1.700639678324869e-05,3.569122599101852e-05,2.5741155715548077e-05,7.534835582855083e-05,4.148414697262402e-05,0.00011145109651586312,7.870673182071922e-05,0.00014502715762150314,0.00010926342701762867,0.00011226106944320894,9.160112940140346e-05,4.860304301962926e-05,4.0098899253845895e-05,2.4340531454797617e-05,1.9050728455207514e-05
55905,5,1.827153904696006e-05,1.4151844760881874e-05,3.8814971742370853e-05,2.769945042502984e-05,0.00011734812929955495,8.538693659423516e-05,0.00021762816354653852,0.00016415498344963153,0.00020505137213856404,0.00016331555104650842,0.00012991649431793128,0.00011451544458472796,5.241202951538313e-05,4.6115656793952004e-05,1.5821101875212926e-05,1.2339837900065622e-05
55957,5,2.3061163280996794e-05,1.5291312142834437e-05,5.5769832654300355e-05,4.014494538197603e-05,0.00017840200317628782,0.0001524565888846686,0.00023632188828160284,0.00019461014083825177,0.0002296709799932978,0.00018081151198485345,0.00014660840768401272,0.00011765499421958883,4.7757837929481244e-05,3.8951731138031486e-05,1.6256764045219763e-05,1.2106570403777763e-05
56009,5,2.694009717072609e-05,2.0571479798738033e-05,7.051843749084446e-05,5.240019843438502e-05,0.00017712337030405937,0.000140412101442188,0.00013075877676312178,0.00010103126194501662,0.00023785448530996042,0.00017086115519022852,0.00015700657365237344,0.00010803486069267207,5.9656624372902494e-05,4.103330017038809e-05,1.4922880914974294e-05,1.0264229678396418e-05
56061,5,2.3950069056570632e-05,1.9350210237962276e-05,6.211631738566747e-05,4.7867707478596554e-05,0.0001294831659066634,9.824882900519123e-05,0.00013934701573354766,0.00010759580788476096,0.0002075063752917516,0.00014603971914289437,0.00013007994831608632,8.989247374305981e-05,5.990030155451588e-05,4.22089874346516e-05,1.9799892250183163e-05,1.2128622166676952e-05
56114,5,1.8506517700425764e-05,1.3322100205478517e-05,4.366690426646212e-05,3.520836776680228e-05,7.785096566136915e-05,6.206548884677947e-05,0.00016156472918338146,0.0001289196483795733,0.00012206894483374854,0.00010051064801482511,9.368048561341601e-05,7.594217960591025e-05,6.49277574620311e-05,5.123208347750648e-05,2.8027149608058304e-05,1.940154243101739e-05
56167,5,1.9082673184609414e-05,1.4839383730424594e-05,4.827899077147203e-05,4.079017659407238e-05,6.189875714617374e-05,4.963275703421263e-05,0.00011950939707813429,9.162431310690844e-05,0.0001127027826480258,9.098617493849323e-05,8.104180919736216e-05,6.149254251070324e-05,5.914200075297043e-05,4.3409689753370336e-05,2.3156850679867815e-05,1.547017936324455e-05
56219,5,1.927096108966326e-05,1.5282073540139317e-05,5.547501661057581e-05,4.7480737718061694e-05,6.020611704381606e-05,4.773768044368268e-05,9.884441698570979e-05,7.769961880540091e-05,6.108038504872972e-05,5.080150709670323e-05,4.57366152804319e-05,3.554960750638564e-05,2.324445289063572e-05,1.857900985815998e-05,1.308780702580286e-05,1.0121472490761362e-05
56271,5,1.8902354372834563e-05,1.5191928376345886e-05,6.503494907842443e-05,5.574530919683555e-05,7.178847287490637e-05,5.7832974591877014e-05,0.0001159274306865543,7.734946531359329e-05,8.031116524964239e-05,4.932978019138291e-05,4.8943811876091856e-05,3.454738878995372e-05,2.5786350797442073e-05,2.088694847912684e-05,1.7009186394620403e-05,1.4326709435997752e-05
56323,5,1.6550994496770527e-05,1.3686085786190376e-05,7.899121299409384e-05,6.498427722003557e-05,7.641752229506735e-05,6.0526243452135705e-05,0.00013471898191673039,0.0001042733436512028,0.00012148705934242419,9.059870300904758e-05,5.990360508239302e-05,4.47779459094975e-05,3.254404892740677e-05,2.633111627279406e-05,1.6754390786853746e-05,1.3973869435327954e-05
56376,5,1.3932970368040203e-05,1.1456466352088298e-05,7.429655146923938e-05,5.750767511531226e-05,6.351035325432047e-05,5.0898425254252364e-05,0.00015704416118769886,0.00014254285084662705,0.0001409961081088137,0.00011550496951378133,6.176404751100514e-05,4.446275077123831e-05,3.7760655666306104e-05,2.8695295218009664e-05,2.04565103663583e-05,1.6646582423196588e-05
56429,5,2.3586372340788885e-05,1.656903335062319e-05,7.050407041214145e-05,5.310199653999898e-05,9.260188325303662e-05,7.214832520313485e-05,0.00017761543595587104,0.00014022433984656565,0.00021889837811234203,0.00015004595101234233,7.724581991968653e-05,5.093843105419715e-05,4.299232940174284e-05,2.9465917029033903e-05,2.4142120751003425e-05,1.8948505520043505e-05
56481,5,4.548567787377379e-05,3.378782082640024e-05,8.475595369574825e-05,7.152369605375147e-05,0.0001050111668984997,8.460811910170268e-05,0.00019072508885176865,0.00013368496176283942,0.00027282392840078507,0.0001813948775216269,0.00010175569547364591,7.490515157900837e-05,5.54649025997439e-05,4.2173363718186047e-05,3.4286757009766704e-05,2.639304187760261e-05
56534,5,4.2012702657089506e-05,2.9491851321072627e-05,6.858939067226597e-05,5.731712929830627e-05,0.0001045522748629039,8.409974940427739e-05,0.00015749736098287577,0.00010972301039131802,0.00019567122773009261,0.00010889778998117763,9.232856079985163e-05,6.749716306925639e-05,4.7365564340610326e-05,3.527314318448591e-05,3.1431036220970685e-05,2.348234271255948e-05
56589,5,1.4477835979455876e-05,1.1070812763527896e-05,3.3603422417034026e-05,2.5999263571065533e-05,0.00010242124891732122,8.122626331636235e-05,0.0001204046180995549,9.53370728640456e-05,7.028921045377282e-05,5.190527245017533e-05,6.723776190077025e-05,5.533175622657544e-05,2.789801072677088e-05,2.3047721564890827e-05,1.7898707478988778e-05,1.3701565665094424e-05
56641,5,1.816211012484636e-05,1.0519696649591349e-05,3.123204686472419e-05,2.048556353768743e-05,9.400985350029842e-05,6.924389569331447e-05,0.00015638972849505142,0.00011155348461626665,9.569023974581868e-05,6.62728839183377e-05,6.856970064465997e-05,6.030852069815993e-05,2.8247652555760705e-05,2.2339099922652554e-05,2.041123019160117e-05,1.3888122832590944e-05
56693,5,1.7004928810371014e-05,9.021748305243074e-06,3.59197031496041e-05,2.641126671491359e-05,8.489682706857107e-05,6.179706142276227e-05,0.00014709983233187525,0.0001022313380729129,0.00011439221828733546,8.983882566814028e-05,6.591693275487972e-05,4.928548769955904e-05,2.1924866932120078e-05,1.5080941429831808e-05,1.4778000814525108e-05,8.185697198138703e-06
56745,5,6.074394963441412e-06,4.846879548630532e-06,2.4547992614178905e-05,1.9441505770989213e-05,5.938035958057868e-05,4.819267884786328e-05,7.868278607560596e-05,6.106680792550276e-05,0.00014101587714218417,0.00011649371547105065,6.393839127183771e-05,4.552949073566046e-05,2.434397312389585e-05,1.7614388397310595e-05,1.9136701428406847e-05,1.1984492417912534e-05
56798,5,1.8273810180748484e-05,1.10114544661265e-05,2.9653939709796436e-05,2.2236047085304753e-05,5.291997949815523e-05,3.946877076483381e-05,4.996225267474247e-05,3.6522772448432204e-05,0.00013047738811796473,0.00010354896011407862,6.72121075809273e-05,5.143233893442327e-05,2.4984848126117615e-05,1.9167811339185107e-05,2.30325622610132e-05,1.7041266038068753e-05
56851,5,3.368063534872623e-05,2.4837745210000675e-05,5.508348698489154e-05,4.5003291171197304e-05,6.979054126463185e-05,5.160326681972444e-05,7.446154316712318e-05,5.150170239765073e-05,0.00010831030558218565,8.812210895390592e-05,7.614657918563437e-05,5.899010094942105e-05,3.3974622112584345e-05,2.5259632339922174e-05,2.405539702713672e-05,1.8986581423939306e-05
56903,5,2.9404840037767152e-05,1.9042259111610814e-05,5.050580208283243e-05,3.4711263704641945e-05,7.144305622031772e-05,5.1869891916307535e-05,8.790166323580396e-05,6.475411950170275e-05,9.33787948773493e-05,6.81253113550746e-05,9.971153234367941e-05,7.647908622876259e-05,3.643648850232508e-05,2.741621497749404e-05,2.4065113355401587e-05,1.9249664335123837e-05
56956,5,2.072365413530334e-05,1.4851935623716307e-05,3.0096179279654427e-05,2.2989967362722444e-05,6.414994616355392e-05,4.363625776755457e-05,7.585284588612325e-05,5.530989492811792e-05,7.435993942470744e-05,5.6436364045764535e-05,8.498152874358679e-05,5.8701027236769486e-05,2.3186977916613574e-05,1.6703780179518353e-05,1.5473392311120187e-05,1.0864668797450161e-05
57009,5,2.098555225935926e-05,1.592625109723658e-05,2.962675041747193e-05,2.4936254583778852e-05,6.626999697074383e-05,4.7866905927803245e-05,9.20542691308139e-05,7.32410940225737e-05,0.00012701883465962663,9.86177450479182e-05,3.16144373993932e-05,2.4590639186580397e-05,1.6073566374098954e-05,1.23477290376137e-05,9.386909841191794e-06,6.737771680779139e-06
57060,5,2.136573760752624e-05,1.617806830522433e-05,4.967041822473052e-05,3.382254270572732e-05,7.120841073944728e-05,5.497039850237032e-05,0.00012344840333261764,0.00010008659349024172,0.0001851253105053108,0.00014292787859508196,7.10212524036357e-05,4.751796424010222e-05,3.703891083395571e-05,2.6584993849989388e-05,2.300868042076151e-05,1.5858021534564374e-05
57112,5,2.586420477153554e-05,1.9372742862437614e-05,6.921645849643806e-05,5.1726402256374734e-05,9.341160158955822e-05,7.206333227238076e-05,0.00010913773727865536,7.632983465877372e-05,0.00016722240379681084,0.00011841454238391019,8.086019657616411e-05,6.059827679715232e-05,3.962739894901786e-05,2.983838295208256e-05,2.3805913276460435e-05,1.698619407317268e-05
57164,5,2.1012327383562383e-05,1.5682015859716924e-05,5.629995356838735e-05,4.083327162251378e-05,8.1097479503878e-05,6.036622674340528e-05,9.569804976642975e-05,7.439729651272972e-05,0.00012615082885448375,0.00010084439538744702,4.835085292008722e-05,3.6261409151219236e-05,2.188785455342265e-05,1.6622583415157006e-05,1.0104341350125717e-05,6.9052556231586106e-06
57216,5,1.6555118453341008e-05,1.3313856749174273e-05,3.178687517273453e-05,2.4681394263431157e-05,3.853799037226437e-05,2.8890242878562243e-05,0.00010512710424412528,9.366536812604055e-05,0.00012178564947373505,0.00010177908000160108,3.666994600409048e-05,3.125359604605617e-05,1.5368668658869738e-05,1.1362970259011407e-05,1.1155619523868686e-05,6.4512661619586295e-06
57267,5,2.6557622504327125e-05,1.7709040054962378e-05,5.525475873475299e-05,4.350710162681096e-05,4.458772871964752e-05,2.500654829361993e-05,7.753091118156802e-05,6.279538518707661e-05,7.114397688703972e-05,4.919342953862602e-05,5.288180619710961e-05,4.207188123811003e-05,1.590587934538192e-05,1.140948085246268e-05,2.27934050146668e-05,1.4479725856249235e-05
57319,5,3.1402300175425825e-05,2.221719241156008e-05,8.026128892297628e-05,6.686679647873594e-05,8.920468261505767e-05,6.43095290242701e-05,8.966609519839877e-05,6.387467739513673e-05,4.7234827722767106e-05,3.3411879435526324e-05,6.18613123785831e-05,5.150421832454388e-05,2.165220762872391e-05,1.811924857527493e-05,2.6573795181317898e-05,1.740582021663051e-05
57371,5,2.1839088671126016e-05,1.4362399782177661e-05,6.807665141133308e-05,4.994234286257438e-05,9.86141788939707e-05,8.414670354903261e-05,9.081089189203216e-05,6.54257975577042e-05,6.524490932591124e-05,4.9493295434531137e-05,5.22809179182922e-05,4.183468280773132e-05,2.3321024117139698e-05,1.644720518797132e-05,1.9980064546680824e-05,1.1586874563584381e-05
57422,5,1.7693403226349135e-05,1.2666999389405415e-05,6.345073036175565e-05,4.588809424727638e-05,0.00012342281835858558,9.471679805452534e-05,7.790070208749719e-05,6.244913540748177e-05,5.888442543975144e-05,4.515553981197188e-05,4.626018590954842e-05,3.4237551349950766e-05,3.5497511956897336e-05,2.423498939743868e-05,2.1014770564413136e-05,1.528687915976483e-05
57473,5,2.1748753172268777e-05,1.7365127744774923e-05,8.869077100180027e-05,7.152736098775857e-05,0.00015948143697715064,0.00012611522394911665,7.715136763560377e-05,6.416740990290754e-05,7.521340051284372e-05,5.028496534542787e-05,6.578745583881222e-05,5.5160574535425766e-05,5.190554474554204e-05,4.3887617116854825e-05,2.8851905716290218e-05,2.4437478440471347e-05
57525,5,2.6039294295920806e-05,2.1137734247295032e-05,8.573962617226137e-05,7.144092546765114e-05,0.00014400664196201048,0.00011390863731894541,6.86392196115492e-05,5.018967494910354e-05,0.0001010248389711359,7.42180370181996e-05,7.210732768238522e-05,6.502645204936025e-05,5.6648986080811776e-05,4.9771879793883445e-05,3.381747354811466e-05,2.9834402793409865e-05
57577,5,2.9614382987195158e-05,2.1971053698294916e-05,5.7900911914933646e-05,4.1358218189388316e-05,8.94151524870339e-05,5.5933573848618995e-05,9.495146150583597e-05,6.118805654488516e-05,0.00011270317317569692,8.536127170671423e-05,7.945637313665179e-05,5.9804877417212276e-05,4.650410921730307e-05,3.621113819445923e-05,2.876106556744059e-05,2.2436806241988377e-05
57628,5,2.4883274860219656e-05,1.583081663729594e-05,3.248698352157449e-05,1.8606622395220338e-05,5.2535640839693e-05,3.227358298222121e-05,0.00011714350462023663,8.089423607425106e-05,0.00011514869570871061,8.164037539379798e-05,8.791832358637594e-05,6.379988770699316e-05,3.106092424908317e-05,2.1719809288040208e-05,1.8533286602888554e-05,1.40987939797985e-05
57681,5,1.790721621792057e-05,1.216193304171824e-05,4.2769019771646434e-05,2.5058620141900142e-05,5.746526160547124e-05,4.110913791185122e-05,0.00011495193530668137,8.771145681705906e-05,0.00011299402086502041,8.381702209432294e-05,8.65990954557328e-05,6.284983674416958e-05,2.4590393437979234e-05,1.9344926285949974e-05,1.4692616421290894e-05,1.1666445374918521e-05
57734,0,1.6009045562366565e-05,1.1353350538714573e-05,6.42791674116904e-05,4.5802609715322e-05,0.00012158054514421505,8.059207524921268e-05,9.23862627611409e-05,7.15888149249505e-05,0.00010088489144888454,7.701988874167237e-05,7.569805394110678e-05,5.2060336623678584e-05,2.4230325039382386e-05,1.818268058195727e-05,1.198084900481154e-05,9.022963299618527e-06
57786,0,2.449873740324428e-05,1.7722838989797975e-05,7.618424813744865e-05,5.451490248910621e-05,0.00013442774274759816,9.88119050313328e-05,6.509567495745742e-05,4.905810058999366e-05,8.899281775697875e-05,7.053965305195833e-05,4.7702975639672884e-05,3.5693554048988714e-05,3.146967492227405e-05,2.2356670129714355e-05,1.4872277532342374e-05,1.2542329842186494e-05
57839,0,3.861499109454711e-05,3.063391780113456e-05,8.381776651604154e-05,6.510232090127674e-05,0.00012644787615970448,0.00010068893193145567,5.611801474072394e-05,4.441835409784606e-05,8.582449918462805e-05,7.142734692830613e-05,3.734425889763632e-05,2.8427675207838152e-05,3.414938975034095e-05,2.7489457003732038e-05,2.0264004333427325e-05,1.65683631036576e-05
57892,0,3.40851448220328e-05,2.4672833066900907e-05,6.493029103907995e-05,4.8149615667684635e-05,0.00011333450662617314,8.125051373649647e-05,6.324570583754669e-05,4.5364452354515473e-05,8.424968433145736e-05,5.451762211263408e-05,3.751925997247004e-05,2.3399573921878904e-05,3.2953846759992264e-05,2.4602980856067313e-05,2.2356394015652087e-05,1.6058236464941995e-05
57943,0,1.776567937908488e-05,1.2904642723094956e-05,5.807065579143553e-05,4.7017354586831516e-05,6.962715821258092e-05,4.5641545498857056e-05,7.257275461009833e-05,4.9800908630698444e-05,7.965604787649935e-05,4.8105603847055645e-05,4.3847269012242e-05,2.9039243975139788e-05,2.9252834362101827e-05,1.959895653945712e-05,2.0379902480727447e-05,1.3923055837201559e-05
57995,0,1.438921938393207e-05,1.0040617447471226e-05,5.984457563127359e-05,4.9185483713079524e-05,5.811401285575252e-05,3.5756360933350645e-05,5.7553434426563885e-05,3.998020593335687e-05,5.19437788077101e-05,3.7525021407447264e-05,5.328762435970353e-05,3.788478225480606e-05,2.9302364965082747e-05,1.9401004369678003e-05,1.890986079549405e-05,1.1976076848451624e-05
58046,0,1.118975096764436e-05,7.977481153129585e-06,4.80263076324042e-05,3.445670148312518e-05,3.0267536058389728e-05,2.2428629649563275e-05,4.0547719636320705e-05,3.1923196026914454e-05,7.566923300245928e-05,5.525643643052223e-05,6.174378475072433e-05,4.4576085785563455e-05,2.825419281423816e-05,1.8925350961244342e-05,1.6390454642274315e-05,1.0337818948101702e-05
58098,0,1.2717288139709716e-05,9.67040613066768e-06,4.691607651975657e-05,3.536608848524568e-05,5.03088714551646e-05,3.5721531719448404e-05,4.496068292741293e-05,3.6476310715037e-05,9.342625712961748e-05,7.46246535508393e-05,6.75400443264096e-05,5.922061923933372e-05,1.9763754934771608e-05,1.639552932780967e-05,1.5714078450838266e-05,1.2801764533384865e-05
58149,0,1.3052825620326774e-05,1.1004083189361678e-05,2.4525248053745672e-05,2.1848115686789526e-05,5.897002540177371e-05,4.661533791682797e-05,8.590059948401386e-05,6.655269339418106e-05,0.00015223850267959328,0.00011937745165998969,6.73636909673847e-05,6.00861797915041e-05,2.1351884658310294e-05,1.802398564817484e-05,1.4358204347616287e-05,1.1847579991908787e-05
58201,0,1.6788462241612634e-05,1.318134874265141e-05,3.8224970722290716e-05,2.348331638602225e-05,0.00010263623029514923,7.103593734612468e-05,0.0001295524130227998,9.458912732481882e-05,0.00017848364813601838,0.00013768673131161997,6.85362285494668e-05,5.204504918218192e-05,3.269189227163804e-05,2.5456715986679418e-05,1.9379332877832675e-05,1.4375309517769554e-05
58253,0,3.516970284094062e-05,2.777246267272168e-05,7.955154596556366e-05,6.12572784658116e-05,0.00012269528225789723,9.594631629977483e-05,0.00014142782852479748,0.00010821342323514448,0.00015538362029352177,0.00012015682232135396,7.184771388389582e-05,5.422323954715132e-05,3.826318189625772e-05,2.817875995730836e-05,3.030223601285023e-05,2.492063149528871e-05
58306,0,3.385051104988787e-05,2.6853928420484665e-05,7.729595737277968e-05,6.154735559909298e-05,8.840014273901078e-05,6.879608836922989e-05,0.00012851588137517808,0.00010545146399922404,0.00013692503481682188,0.00012118556679850444,6.965019775592868e-05,5.6248489582530835e-05,4.828267440998886e-05,3.828914194427452e-05,3.1339520245778944e-05,2.6741360767868037e-05
58358,0,1.2448536904377496e-05,1.0964867044629784e-05,3.401136941785756e-05,2.3657706528128765e-05,8.491066382045615e-05,6.784542556670365e-05,0.00013060393380446287,0.00010571573838441627,0.00012283239897015197,0.00011139694342139754,6.260166095401327e-05,5.253038429260423e-05,4.5442920282330325e-05,3.759109396725438e-05,2.229137905356425e-05,1.789554648095623e-05
58410,0,1.1236090574956386e-05,8.802070599335703e-06,2.2209289719992738e-05,1.7500678450504146e-05,7.80851007193902e-05,6.249522814677798e-05,0.00010875527143432894,8.667508054180846e-05,0.00010309141406258478,8.663573105820296e-05,5.3867829425320836e-05,4.56969722714531e-05,2.546394945684779e-05,2.1638495800866734e-05,1.927738391811283e-05,1.6340337167717814e-05
58463,0,2.1942641720432575e-05,1.792118420640985e-05,4.557174755479946e-05,3.262338495075789e-05,5.2923881264747586e-05,4.0995770021948856e-05,4.831487551787952e-05,3.779959934895639e-05,6.645759787101282e-05,4.932182176697227e-05,4.336288407586991e-05,3.4155150478830535e-05,1.6084850426082393e-05,1.277221349187626e-05,2.0034948662955816e-05,1.8261045655440508e-05
58515,0,2.400407214712292e-05,2.037325480986441e-05,4.756232750624519e-05,3.641944276725846e-05,6.140173815447514e-05,4.908184081781718e-05,6.892573353759881e-05,5.072708430080719e-05,8.350987057686615e-05,6.222758752672352e-05,5.715628631466674e-05,4.638266016475461e-05,1.733284061384847e-05,1.2630228616076016e-05,1.782873484993179e-05,1.488650578055952e-05
58566,0,1.4374057878730478e-05,1.044640570984971e-05,2.4190706729225537e-05,1.9275980240480225e-05,4.896254169827079e-05,3.71605074940765e-05,7.072874847005681e-05,5.367753368556825e-05,7.267639567428669e-05,5.132261067376627e-05,5.192212352855287e-05,4.0137042386897884e-05,1.737858216856273e-05,1.1906592276217953e-05,1.6427206026660176e-05,1.2268832351119e-05
58618,0,2.0599575464497798e-05,1.1906280575490353e-05,4.013147262428399e-05,2.3396592157693025e-05,3.279761490420596e-05,2.4130328299995416e-05,3.567274355960792e-05,2.747433387640589e-05,2.2037592885404192e-05,1.7494630743567658e-05,1.99591290789913e-05,1.494401713008378e-05,2.180989752379906e-05,1.254910286451568e-05,1.8908038995447153e-05,1.4270423020205101e-05
58672,0,3.26465998254488e-05,2.2035156653848217e-05,5.075706241904281e-05,3.7493983775029926e-05,2.2910380997605192e-05,2.009521859866613e-05,2.173664406933443e-05,1.8945046775590473e-05,9.826462854554543e-06,7.193426166465176e-06,1.6450416388392753e-05,9.76328604059178e-06,4.968678001795261e-05,2.374490024077225e-05,5.8727335460512994e-05,3.2559318919097e-05
58724,0,3.068565989298911e-05,2.0949786776946252e-05,3.561052390230693e-05,2.684174471557509e-05,1.783733203758161e-05,1.4503373425616287e-05,1.503746081442778e-05,1.140808890806465e-05,6.475581880683261e-06,4.076576260130259e-06,1.4353536834642704e-05,6.4045961373077715e-06,4.95485658562422e-05,2.486348330692905e-05,6.328305588703894e-05,3.666901420015604e-05
58775,0,2.043178157348201e-05,1.465230224995291e-05,1.352176282316015e-05,1.0323461016593901e-05,1.5316371013308133e-05,1.1681104011246085e-05,1.0636644788425282e-05,8.406802921209794e-06,7.152870319011557e-06,5.494077077739979e-06,8.100637103308188e-06,5.497881263555772e-06,2.1442575009772062e-05,1.3361308846828482e-05,3.330822094479182e-05,2.2764124665035627e-05
58827,0,1.3587490029916166e-05,1.061705074855324e-05,9.940634665368406e-06,8.12320698546194e-06,1.6251752065479965e-05,1.3537043470455416e-05,1.1796297585745986e-05,9.461823470132016e-06,7.129252560775895e-06,6.1549221290898645e-06,6.713458610706705e-06,5.082105614880956e-06,7.683800624487222e-06,4.839399874243757e-06,1.876578191928607e-05,1.274870487668397e-05
58879,0,8.173243562954706e-06,6.084864531112768e-06,1.1993472784915122e-05,9.969798005201392e-06,1.2688459452791704e-05,9.563245927236308e-06,1.2699836427277005e-05,9.95723850044991e-06,6.085468275749178e-06,4.347933001431258e-06,6.25324372737782e-06,4.740351838069276e-06,1.0003462743755488e-05,8.141890735624591e-06,7.747113901955115e-06,4.319267946005567e-06
58931,0,7.66104330542929e-06,5.674084850676065e-06,1.8890489227903286e-05,1.5281032133471544e-05,2.039897568640995e-05,1.3355796956504465e-05,1.4969710388323423e-05,1.281884747852759e-05,8.670899509585725e-06,5.7334676361320975e-06,6.580467316613493e-06,5.626689123328271e-06,9.957817278912318e-06,8.291113302475882e-06,6.549665120600799e-06,5.009206088240184e-06
58983,0,9.41911639969237e-06,6.680712007484398e-06,1.9858458692565527e-05,1.340950164856379e-05,2.4644371331959566e-05,1.617021242213876e-05,1.2565280045864158e-05,1.0495551262569168e-05,9.972884160349776e-06,6.735216590589152e-06,5.715523207810442e-06,4.687514445039151e-06,4.681870190065358e-06,3.6013517309335654e-06,7.844644783908465e-06,6.368950093461712e-06
59034,0,1.00526159142581e-05,6.767772382629037e-06,1.640758880150117e-05,9.978917537529077e-06,1.946268567555164e-05,1.3143305983089194e-05,1.1845125930945709e-05,9.682712626596256e-06,5.818808634068401e-06,2.978568573132502e-06,4.368985535119643e-06,2.8046329858602076e-06,5.731253335787612e-06,4.141230252634052e-06,9.25624818396011e-06,6.995407174296743e-06
59088,0,6.9209468348322475e-06,4.59913923700572e-06,1.288660351329769e-05,8.245874240635652e-06,1.4092304854754542e-05,1.138653397630386e-05,1.1142006913971461e-05,8.962609922805798e-06,3.2934270222801846e-06,2.4649718370974074e-06,3.77706116672724e-06,2.4536454327579667e-06,5.791122274507995e-06,4.5011512659520506e-06,7.981639091371755e-06,5.18782877366658e-06
59140,0,7.697803626522056e-06,5.940306010778434e-06,1.2799439154284449e-05,9.741220555067545e-06,1.1309408251490835e-05,9.048338165945062e-06,1.1414311303665654e-05,8.628632907042316e-06,6.271150603643749e-06,4.970701078622023e-06,7.24669051229105e-06,5.642480174624795e-06,5.903539551933229e-06,4.586516641465698e-06,9.74132564982945e-06,6.949571506148413e-06
59192,0,1.0310234475583717e-05,8.42885298901568e-06,1.387964351920854e-05,1.1718605348249277e-05,8.954849294887775e-06,7.030814501064174e-06,1.3286169474030967e-05,1.0367410674870642e-05,6.863246850360177e-06,5.788982619507867e-06,7.930799393732426e-06,6.489745621979388e-06,6.659168819156086e-06,5.272384409469561e-06,1.209653917626477e-05,9.85863114334634e-06
59244,0,8.908725899170808e-06,6.688817836879321e-06,1.2456502813747697e-05,1.0313369028339624e-05,1.9412541670398913e-05,1.317673886808183e-05,1.1619033862795645e-05,9.361507265958135e-06,4.450745956814095e-06,3.467312664081816e-06,5.758311588604221e-06,3.865577816672137e-06,6.710942663066836e-06,5.791462015707229e-06,9.344788345642824e-06,7.088131347149432e-06
59296,0,7.306495961771826e-06,5.860217994411852e-06,1.7821186577711022e-05,1.3891546852284462e-05,2.453440101574663e-05,1.9842441238943194e-05,1.2671353312333799e-05,1.020352809445669e-05,4.610091863907724e-06,3.5821818236774227e-06,4.057275675722527e-06,2.5174670819933934e-06,6.158287079650046e-06,4.9977592152943065e-06,9.272344831360498e-06,7.7351193756245e-06
59348,0,6.778995542796437e-06,5.514054790854093e-06,1.7539949700154678e-05,1.27339209122453e-05,1.8908552617241666e-05,1.4067470693458002e-05,1.1527941009460388e-05,8.162304270695518e-06,6.599080845007851e-06,4.959757074341249e-06,8.936056150898146e-06,6.344944293484498e-06,5.583341034006013e-06,3.6762598456560975e-06,7.850094606641334e-06,5.697397757319751e-06
59399,0,5.8660897768920695e-06,3.856676678962855e-06,1.1108554438212575e-05,8.47698458388044e-06,2.4555924849502782e-05,1.872491943973695e-05,8.449778069948646e-06,6.575478124953545e-06,5.454381588626163e-06,3.151413010775456e-06,9.617502603668307e-06,7.4636553165357775e-06,6.440403461567304e-06,4.412794499721777e-06,7.374343645136867e-06,5.320627255736191e-06
59450,0,8.427767372618923e-06,5.7002155648039785e-06,2.5999722844214826e-05,2.034685717180883e-05,3.6598864106550396e-05,2.8979438389936133e-05,9.05155701215156e-06,7.5866556000760166e-06,6.360426787284396e-06,4.248583608754704e-06,9.185324149017941e-06,7.259251631495448e-06,5.92964617552255e-06,4.291742933054339e-06,7.83061639901307e-06,6.2905080936393606e-06
59503,0,9.330624691857996e-06,7.5613764189221994e-06,2.5989489525529702e-05,1.9609577900461458e-05,3.528743627298681e-05,2.616234664369329e-05,9.52209329183094e-06,7.313299317656732e-06,8.081656246461128e-06,6.598739851437904e-06,1.0408364287874708e-05,7.849459959979481e-06,6.945145742410603e-06,5.476579560251475e-06,6.1908982245576516e-06,4.6230376524683044e-06
